Candidate ID,GitHub Profile,GitHub Projects,Python Skill Score,Java Skill Score,SQL Skill Score,R Skill Score,Machine Learning Skill Score,HTML Skill Score,CSS Skill Score,JavaScript Skill Score,Technical Test Score
1650,No,0,9,1,3,3,7,5,2,6,9
1651,Yes,3,4,5,3,4,9,1,4,8,1
1652,No,0,1,1,5,6,2,5,3,5,3
1653,No,0,8,9,7,9,6,7,4,9,10
1654,Yes,34,3,1,4,3,4,2,5,5,4
1655,No,0,10,3,4,10,8,8,8,8,5
1656,Yes,50,9,10,8,6,6,1,3,2,3
1657,Yes,46,1,9,5,10,5,4,3,8,10
1658,No,0,4,6,8,8,8,3,3,1,9
1659,No,0,6,10,10,9,8,2,8,4,6
1660,No,0,4,2,7,2,2,3,1,4,7
1661,Yes,17,7,4,5,3,8,2,6,9,9
1662,Yes,25,5,2,1,7,1,6,5,9,4
1663,Yes,44,3,8,6,5,6,9,1,9,4
1664,No,0,4,10,1,10,8,6,7,1,5
1665,Yes,39,2,9,5,9,2,3,10,5,3
1666,Yes,48,9,7,8,1,10,3,6,8,8
1667,Yes,17,2,1,6,10,6,7,9,1,4
1668,Yes,35,9,8,2,5,6,9,10,8,4
1669,No,0,3,1,6,1,7,10,9,2,1
1670,Yes,25,4,6,10,7,5,6,5,6,7
1671,Yes,8,4,6,4,1,1,4,6,6,5
1672,No,0,1,6,8,10,4,1,10,7,2
1673,Yes,35,2,9,10,10,6,10,1,2,6
1674,No,0,8,8,3,7,9,2,2,7,4
1675,Yes,6,9,7,7,5,1,1,6,3,5
1676,Yes,27,6,9,1,10,6,1,9,6,9
1677,Yes,37,3,2,8,8,6,10,8,8,8
1678,No,0,6,1,1,10,3,5,7,1,3
1679,No,0,5,8,3,8,5,5,6,3,9
1680,No,0,6,7,10,3,2,10,5,7,2
1681,Yes,32,3,8,5,5,7,3,1,5,7
1682,Yes,20,6,6,2,7,9,4,3,2,10
1683,No,0,8,6,7,4,9,10,8,5,4
1684,No,0,3,2,8,5,3,5,2,9,5
1685,No,0,9,1,5,7,1,8,7,7,1
1686,No,0,6,9,8,6,6,4,9,4,8
1687,No,0,8,9,4,10,6,7,10,6,1
1688,Yes,5,1,8,4,10,7,10,8,8,6
1689,Yes,40,4,6,5,8,6,10,4,7,2
1690,Yes,13,2,8,8,8,9,10,7,4,3
1691,Yes,43,5,4,5,3,8,7,3,9,7
1692,No,0,3,10,10,4,2,10,5,6,9
1693,Yes,24,9,2,2,6,6,4,7,7,1
1694,No,0,6,10,7,7,2,5,10,6,3
1695,Yes,20,10,6,8,5,6,6,7,4,3
1696,No,0,8,1,3,9,5,10,8,5,2
1697,No,0,10,9,6,2,1,9,10,3,10
1698,No,0,9,7,4,8,9,9,3,10,5
1699,No,0,3,2,9,5,8,6,9,5,8
1700,Yes,40,6,9,8,9,5,6,8,4,3
1701,Yes,25,3,4,4,4,1,5,1,2,6
1702,No,0,7,1,10,10,9,7,5,7,1
1703,No,0,7,10,6,9,6,8,9,1,8
1704,No,0,5,5,10,7,1,6,10,7,10
1705,Yes,42,1,10,9,7,2,10,6,5,6
1706,Yes,49,8,3,8,10,8,4,1,2,6
1707,Yes,22,7,9,7,10,10,10,7,5,6
1708,Yes,3,6,5,3,5,6,1,6,8,4
1709,Yes,5,5,5,5,8,1,2,1,3,10
1710,No,0,6,8,10,7,1,9,7,7,5
1711,No,0,4,2,9,3,6,3,4,8,3
1712,Yes,17,3,9,7,4,5,3,3,8,4
1713,No,0,7,7,8,1,10,4,5,5,9
1714,Yes,42,5,2,9,6,8,6,8,2,10
1715,Yes,28,9,8,3,8,6,5,5,5,7
1716,No,0,7,8,5,6,10,3,1,3,4
1717,No,0,4,10,2,1,5,8,6,3,4
1718,No,0,8,9,5,2,3,4,7,4,5
1719,Yes,45,9,1,6,10,1,8,8,3,7
1720,No,0,8,4,8,10,10,5,10,7,8
1721,No,0,2,8,8,1,4,1,5,8,4
1722,Yes,29,7,6,1,5,10,2,3,9,3
1723,No,0,4,4,5,2,7,4,6,2,9
1724,No,0,3,6,4,8,4,5,8,4,9
1725,No,0,8,5,5,7,10,2,2,9,9
1726,No,0,5,9,2,3,9,9,2,7,8
1727,No,0,8,6,2,9,7,8,1,8,2
1728,No,0,10,3,4,10,1,7,10,2,6
1729,No,0,5,6,1,2,4,9,7,5,4
1730,Yes,2,2,7,6,10,1,1,4,2,8
1731,Yes,27,5,6,7,10,8,9,9,5,1
1732,No,0,5,9,7,7,10,9,1,9,10
1733,Yes,14,9,9,2,7,4,6,7,3,3
1734,No,0,6,8,2,3,4,10,6,7,5
1735,Yes,31,1,6,8,10,1,8,5,1,2
1736,No,0,3,9,2,2,10,2,8,8,2
1737,No,0,10,6,8,10,2,2,3,8,3
1738,No,0,1,1,5,4,7,1,3,1,3
1739,Yes,42,3,8,7,10,9,5,3,4,3
1740,No,0,4,7,3,1,8,3,6,10,6
1741,Yes,47,9,8,6,2,8,7,2,9,9
1742,No,0,10,5,6,2,10,10,9,6,10
1743,No,0,7,6,4,8,2,5,9,7,10
1744,Yes,34,5,10,1,8,2,9,10,7,5
1745,Yes,25,6,3,10,5,9,9,3,5,4
1746,No,0,9,1,5,4,7,9,6,4,5
1747,Yes,6,7,1,4,9,5,9,2,6,6
1748,No,0,9,6,8,2,9,10,6,2,7
1749,No,0,6,3,5,3,3,1,2,9,4
1750,No,0,6,1,3,6,5,7,1,1,7
1751,No,0,4,2,4,6,10,2,10,8,9
1752,Yes,33,8,2,2,7,5,5,2,2,9
1753,No,0,10,4,2,2,6,2,1,5,7
1754,Yes,18,3,4,6,6,3,7,6,4,3
1755,Yes,4,10,8,1,5,6,3,6,5,6
1756,No,0,1,8,4,3,8,1,9,5,8
1757,Yes,11,2,8,9,4,8,4,1,8,1
1758,No,0,7,10,4,2,1,5,10,6,3
1759,No,0,4,6,9,2,7,9,5,2,4
1760,No,0,5,7,3,4,4,4,10,8,6
1761,Yes,28,7,8,4,4,2,5,9,9,5
1762,No,0,6,5,3,5,1,3,10,9,10
1763,No,0,10,8,4,6,5,5,10,3,3
1764,Yes,48,7,6,10,6,6,2,3,2,1
1765,No,0,2,5,3,3,2,3,4,7,1
1766,No,0,4,9,3,9,3,4,1,1,5
1767,No,0,3,3,3,4,5,7,9,2,9
1768,No,0,1,2,5,8,6,4,2,4,1
1769,No,0,2,3,7,10,8,8,10,8,5
1770,Yes,43,5,4,5,3,7,7,6,5,8
1771,No,0,3,5,1,10,7,1,4,2,5
1772,Yes,17,9,3,2,9,9,3,4,2,8
1773,Yes,48,3,7,3,5,5,8,6,3,5
1774,Yes,22,5,1,4,6,1,5,6,10,6
1775,No,0,7,9,9,1,10,4,10,2,8
1776,No,0,4,1,4,3,1,3,1,6,10
1777,Yes,13,10,7,8,9,5,9,5,2,4
1778,No,0,5,4,4,7,8,7,9,10,10
1779,Yes,5,3,9,5,7,7,8,4,2,4
1780,No,0,2,4,8,9,8,10,5,2,3
1781,No,0,8,8,8,10,7,8,6,5,2
1782,Yes,23,2,1,8,9,4,10,1,8,7
1783,No,0,2,6,2,4,10,4,8,2,5
1784,No,0,5,7,6,2,1,2,4,10,3
1785,No,0,5,1,7,5,7,4,2,4,5
1786,No,0,6,6,2,9,4,3,8,8,5
1787,No,0,3,3,5,5,9,8,1,8,4
1788,No,0,4,9,10,10,2,10,10,6,2
1789,Yes,23,9,10,4,10,4,6,4,3,10
1790,No,0,8,9,3,3,8,7,2,10,9
1791,Yes,10,7,6,8,5,8,5,9,8,10
1792,Yes,5,9,9,7,7,3,7,9,4,8
1793,No,0,4,5,10,8,2,10,6,9,3
1794,No,0,5,9,6,5,1,4,3,5,5
1795,No,0,8,2,6,8,5,8,2,1,3
1796,Yes,15,3,5,2,1,2,3,9,8,4
1797,Yes,18,5,2,7,4,4,6,10,1,9
1798,No,0,8,10,3,6,1,2,10,4,9
1799,No,0,10,3,9,4,7,4,9,2,4
1800,Yes,25,5,1,5,8,4,4,1,5,7
1801,Yes,46,6,5,9,6,1,8,8,3,6
1802,No,0,7,7,4,7,6,2,8,10,1
1803,No,0,5,1,10,10,5,6,10,8,7
1804,No,0,6,3,3,10,1,1,9,10,9
1805,Yes,17,10,2,8,3,10,3,4,5,4
1806,Yes,36,10,2,5,9,1,10,4,10,1
1807,No,0,9,3,7,1,3,4,9,9,9
1808,No,0,5,8,2,3,2,7,5,2,3
1809,Yes,5,5,7,7,3,6,2,10,7,2
1810,No,0,7,7,9,8,10,4,6,1,3
1811,No,0,2,9,6,8,6,4,5,8,9
1812,No,0,5,8,3,9,2,1,1,9,5
1813,No,0,10,9,4,10,5,5,10,7,8
1814,No,0,10,4,4,2,6,4,8,6,9
1815,Yes,44,9,6,8,4,10,8,9,2,7
1816,Yes,34,8,7,7,1,3,7,8,8,9
1817,No,0,7,4,5,2,5,7,6,10,2
1818,No,0,5,2,5,5,2,5,10,9,1
1819,Yes,32,8,4,2,8,4,9,7,6,5
1820,Yes,29,1,6,5,7,10,2,4,9,6
1821,Yes,48,2,9,10,10,5,9,1,8,10
1822,Yes,29,6,4,2,8,6,2,4,9,6
1823,No,0,1,5,8,1,7,8,7,5,3
1824,No,0,9,8,3,7,10,8,9,9,6
1825,No,0,5,2,8,8,1,7,3,6,3
1826,No,0,3,7,5,6,6,8,9,2,4
1827,Yes,35,6,5,9,4,9,10,5,6,3
1828,Yes,3,8,8,1,3,5,7,6,9,5
1829,No,0,2,2,4,10,4,6,5,3,4
1830,No,0,8,3,9,1,5,1,10,1,5
1831,Yes,20,9,7,6,9,7,8,6,4,6
1832,No,0,6,9,6,4,4,7,8,1,1
1833,No,0,5,1,9,4,6,4,2,1,4
1834,Yes,15,6,1,9,4,9,7,8,8,8
1835,No,0,8,5,9,1,9,8,3,7,10
1836,Yes,25,6,6,3,2,2,2,5,10,1
1837,Yes,33,4,2,2,7,9,4,6,1,3
1838,No,0,8,6,7,5,5,6,6,5,1
1839,No,0,5,6,3,6,4,10,4,8,2
1840,No,0,3,6,3,2,1,1,1,8,6
1841,Yes,39,9,6,10,1,5,10,8,2,6
1842,Yes,5,7,3,4,9,5,6,10,4,2
1843,Yes,16,10,8,8,1,9,1,3,9,7
1844,No,0,6,4,2,10,2,1,7,3,8
1845,Yes,33,4,8,10,1,10,4,6,6,5
1846,No,0,10,4,3,10,7,7,9,7,8
1847,No,0,3,10,10,4,1,3,2,8,3
1848,Yes,9,9,4,2,3,10,3,8,10,3
1849,Yes,15,8,4,10,8,1,1,1,7,5
1850,Yes,11,5,8,4,10,4,5,3,7,4
1851,No,0,4,5,1,2,7,9,9,2,2
1852,Yes,24,9,4,6,4,7,9,9,10,10
1853,No,0,6,1,9,6,7,2,6,8,4
1854,No,0,2,8,4,1,5,5,5,3,4
1855,No,0,8,9,4,5,7,10,6,6,10
1856,No,0,7,2,1,10,9,3,8,5,5
1857,No,0,10,8,10,10,7,1,1,10,3
1858,No,0,3,5,6,1,4,4,4,9,8
1859,No,0,9,5,2,3,8,1,10,4,3
1860,Yes,37,7,7,9,4,5,2,6,5,2
1861,No,0,1,7,3,8,5,9,4,7,7
1862,No,0,3,2,7,2,6,6,8,5,8
1863,Yes,36,9,7,7,8,9,7,2,4,5
1864,No,0,10,4,1,5,6,5,7,8,6
1865,Yes,44,9,1,3,6,3,10,2,9,2
1866,Yes,12,7,6,10,5,8,7,5,2,3
1867,No,0,5,3,5,4,5,8,8,4,6
1868,No,0,1,2,2,8,3,8,2,1,5
1869,No,0,7,5,2,9,6,10,2,10,7
1870,No,0,6,2,1,5,2,8,2,5,3
1871,No,0,5,10,4,6,2,8,7,7,9
1872,Yes,18,6,2,7,3,9,5,8,4,6
1873,No,0,3,3,2,6,1,4,4,4,6
1874,No,0,5,4,8,2,10,9,3,1,1
1875,Yes,7,10,2,7,9,8,1,8,4,4
1876,Yes,33,6,6,10,6,3,8,3,7,4
1877,No,0,3,6,6,8,7,9,2,6,10
1878,Yes,34,9,4,4,4,1,1,1,6,4
1879,No,0,7,1,7,3,10,3,3,5,9
1880,No,0,5,4,3,10,10,4,9,9,5
1881,No,0,1,6,5,2,9,4,6,2,7
1882,Yes,45,8,3,6,8,4,2,9,5,7
1883,No,0,6,4,8,2,7,8,6,8,10
1884,No,0,10,1,9,2,3,7,4,9,6
1885,Yes,21,4,3,8,9,9,6,2,7,2
1886,No,0,5,8,3,5,4,9,2,7,4
1887,No,0,8,2,3,1,8,5,5,8,1
1888,Yes,12,1,4,10,4,3,5,5,3,6
1889,No,0,2,1,3,4,2,7,4,5,2
1890,Yes,3,4,9,6,2,4,1,8,3,5
1891,No,0,4,5,5,8,5,10,9,5,6
1892,No,0,8,1,10,8,8,10,2,9,6
1893,Yes,48,5,7,8,9,3,10,4,3,8
1894,Yes,19,9,3,7,7,3,5,1,10,1
1895,Yes,37,7,2,5,6,7,10,7,9,4
1896,Yes,13,4,7,9,8,9,9,10,2,5
1897,Yes,30,3,9,2,9,3,6,8,8,1
1898,Yes,20,10,6,6,8,1,6,2,8,4
1899,No,0,7,2,4,1,9,10,5,4,6
1900,Yes,16,7,6,6,4,3,6,7,6,10
1901,No,0,2,7,1,5,6,7,4,6,2
1902,No,0,8,4,2,1,9,9,9,10,6
1903,No,0,9,4,6,2,4,9,3,6,7
1904,Yes,39,2,9,5,10,3,5,5,1,4
1905,Yes,7,4,2,3,5,9,5,8,8,8
1906,No,0,6,7,9,3,5,2,7,7,9
1907,No,0,9,8,3,7,9,1,1,10,2
1908,No,0,5,6,3,5,9,1,8,3,1
1909,No,0,9,8,9,4,8,5,8,3,2
1910,No,0,1,9,8,9,1,7,8,10,4
1911,No,0,7,3,8,3,3,8,2,8,8
1912,Yes,7,7,9,5,8,10,10,10,1,5
1913,Yes,10,1,4,5,5,5,2,2,1,3
1914,Yes,31,4,7,8,6,4,6,2,9,4
1915,No,0,6,9,8,5,7,4,1,10,9
1916,No,0,8,4,10,10,4,8,8,4,8
1917,No,0,10,6,9,2,2,4,10,8,7
1918,No,0,6,10,10,4,5,6,10,5,10
1919,No,0,2,8,5,7,5,1,2,9,2
1920,No,0,5,4,1,4,3,10,10,6,1
1921,Yes,36,3,9,4,9,1,6,1,4,2
1922,No,0,7,6,9,6,2,4,3,3,6
1923,No,0,5,5,4,1,3,6,10,10,6
1924,No,0,1,8,2,6,3,1,10,4,4
1925,No,0,6,5,7,4,6,1,8,9,8
1926,Yes,10,2,3,9,2,4,4,6,10,5
1927,Yes,6,2,10,5,5,4,2,3,2,8
1928,No,0,3,3,7,7,6,1,10,1,7
1929,Yes,23,5,1,2,1,4,6,5,8,8
1930,No,0,6,7,3,4,4,1,9,3,10
1931,No,0,9,4,2,8,8,4,2,1,7
1932,No,0,9,2,1,5,4,8,5,1,1
1933,No,0,9,3,9,7,9,4,9,4,10
1934,No,0,6,2,10,5,2,7,7,6,8
1935,No,0,10,3,5,1,1,9,5,7,9
1936,No,0,7,7,10,7,2,6,2,9,3
1937,Yes,6,4,1,5,8,5,3,8,9,10
1938,Yes,13,1,7,6,8,4,7,10,10,1
1939,Yes,4,7,5,2,2,5,8,5,2,1
1940,No,0,5,2,4,4,1,1,9,6,2
1941,Yes,37,5,1,7,8,10,4,6,8,9
1942,No,0,1,3,10,1,8,10,2,7,1
1943,Yes,34,7,4,7,4,1,5,8,2,10
1944,Yes,40,4,7,9,9,5,3,2,4,5
1945,No,0,3,7,10,4,3,5,7,2,3
1946,No,0,4,8,5,3,1,4,7,5,4
1947,No,0,5,10,2,8,9,8,5,5,2
1948,No,0,1,8,2,5,4,10,7,2,7
1949,No,0,10,6,4,2,7,8,6,8,3
1950,No,0,4,4,8,6,5,6,1,3,3
1951,No,0,9,5,2,7,1,6,9,1,4
1952,Yes,50,3,7,7,2,6,10,1,7,1
1953,Yes,21,5,6,2,3,3,5,1,2,7
1954,Yes,31,10,10,9,9,2,2,9,6,7
1955,No,0,10,9,4,6,7,4,2,5,1
1956,Yes,48,6,1,2,7,5,1,8,9,7
1957,Yes,38,1,3,8,2,5,6,9,9,6
1958,No,0,1,5,7,9,9,10,2,5,8
1959,Yes,50,7,1,8,5,7,3,6,4,1
1960,No,0,10,8,2,6,3,6,8,2,5
1961,No,0,4,2,7,9,4,7,7,4,7
1962,No,0,7,7,7,5,7,10,4,9,9
1963,Yes,37,10,4,2,10,8,4,8,8,6
1964,No,0,3,6,1,7,10,3,10,9,9
1965,No,0,6,9,5,5,9,10,4,9,6
1966,No,0,1,5,1,1,10,1,10,3,6
1967,No,0,7,4,3,4,9,3,6,7,7
1968,Yes,10,5,4,9,5,1,3,3,3,2
1969,No,0,7,9,3,10,4,2,9,1,6
1970,Yes,41,10,8,8,1,7,6,2,4,7
1971,Yes,50,9,1,5,1,1,10,9,9,2
1972,No,0,1,2,5,8,4,4,6,10,4
1973,Yes,1,6,6,1,3,9,9,9,10,3
1974,No,0,7,8,8,6,1,4,3,7,3
1975,Yes,13,7,6,5,8,9,1,10,9,10
1976,No,0,7,6,6,10,1,7,3,5,7
1977,No,0,10,6,2,4,5,2,9,9,2
1978,No,0,10,10,9,10,7,9,2,8,3
1979,No,0,7,4,10,1,7,6,8,2,8
1980,Yes,31,5,8,9,6,1,5,5,6,6
1981,Yes,19,2,3,2,2,7,6,6,2,8
1982,Yes,23,6,1,4,3,4,4,1,3,2
1983,No,0,6,10,4,4,10,5,10,1,9
1984,Yes,49,8,3,1,1,7,3,5,9,3
1985,No,0,10,10,9,1,5,6,7,10,7
1986,No,0,2,6,8,5,6,9,7,1,1
1987,No,0,2,10,3,2,1,1,6,3,7
1988,Yes,30,6,7,10,3,2,7,8,10,9
1989,Yes,25,6,2,10,3,7,10,1,4,8
1990,No,0,8,3,5,3,9,5,4,9,10
1991,No,0,1,3,6,9,4,1,10,10,4
1992,No,0,8,8,6,10,6,8,9,5,10
1993,No,0,1,5,4,8,7,7,5,6,9
1994,No,0,1,6,9,10,10,7,10,5,10
1995,No,0,8,8,2,2,4,7,1,3,1
1996,No,0,7,4,6,5,10,7,10,7,6
1997,No,0,10,6,4,1,10,5,9,1,10
1998,Yes,22,3,10,7,5,2,6,9,6,2
1999,No,0,4,3,2,2,5,7,7,7,10
2000,No,0,5,2,4,4,7,9,5,9,1
2001,No,0,6,3,6,7,9,5,6,2,10
2002,No,0,1,4,7,8,1,4,3,1,3
2003,Yes,47,1,10,2,5,1,5,3,2,8
2004,Yes,4,2,4,1,2,6,8,8,9,8
2005,Yes,5,5,3,9,6,4,10,4,6,2
2006,No,0,10,8,9,6,8,9,6,8,8
2007,Yes,21,8,10,2,9,9,3,5,10,10
2008,No,0,3,1,2,9,2,10,8,3,7
2009,No,0,9,3,3,8,3,6,3,1,4
2010,Yes,40,9,2,8,3,3,4,6,4,7
2011,No,0,5,10,1,2,1,3,9,7,9
2012,No,0,10,10,10,5,7,2,5,7,10
2013,Yes,17,7,5,9,6,3,8,10,6,9
2014,No,0,10,3,7,4,1,3,1,5,5
2015,No,0,10,9,1,3,5,4,2,6,10
2016,Yes,26,7,6,5,1,1,5,2,6,9
2017,Yes,12,6,8,6,8,9,8,9,1,8
2018,Yes,31,4,2,6,7,4,3,6,3,9
2019,Yes,31,1,8,1,2,10,9,4,2,8
2020,Yes,36,7,8,3,6,6,7,1,10,9
2021,No,0,5,7,2,8,8,4,2,1,9
2022,No,0,8,9,7,1,9,6,9,4,7
2023,No,0,8,7,4,5,5,6,5,4,10
2024,Yes,13,9,9,6,5,5,5,3,6,8
2025,No,0,1,6,5,9,4,9,10,6,4
2026,Yes,49,4,10,2,7,4,6,1,5,2
2027,Yes,28,1,3,1,8,10,8,7,9,10
2028,Yes,1,2,8,4,1,5,3,3,3,8
2029,No,0,10,1,10,7,7,7,6,3,9
2030,No,0,8,3,1,8,10,3,8,9,1
2031,No,0,1,9,6,7,5,9,1,6,9
2032,No,0,5,8,8,6,1,4,3,5,3
2033,Yes,38,6,2,9,2,5,2,4,9,4
2034,No,0,5,8,5,9,3,4,10,3,6
2035,No,0,7,7,6,8,9,10,2,1,9
2036,Yes,39,5,7,4,4,6,8,7,10,2
2037,Yes,35,2,7,4,5,4,2,8,6,6
2038,No,0,7,7,7,6,6,9,10,3,9
2039,Yes,39,5,10,2,9,7,3,7,7,8
2040,Yes,43,7,2,8,4,6,3,5,7,3
2041,No,0,4,3,7,2,9,10,6,7,3
2042,No,0,1,6,9,1,8,2,6,3,1
2043,Yes,14,4,9,7,7,10,4,8,9,7
2044,No,0,10,7,8,8,2,1,1,5,9
2045,No,0,6,4,4,9,9,6,6,10,5
2046,Yes,15,6,10,1,4,5,6,4,9,5
2047,No,0,9,7,2,9,2,6,9,3,1
2048,Yes,2,2,1,10,7,10,9,7,1,1
2049,Yes,22,7,1,6,2,9,7,5,5,2
2050,No,0,2,8,6,6,9,4,1,6,9
2051,No,0,4,2,9,5,8,5,10,4,5
2052,Yes,16,10,2,10,8,1,9,9,2,9
2053,Yes,28,5,8,4,2,3,7,9,2,9
2054,No,0,5,2,9,8,2,9,5,9,3
2055,No,0,4,1,3,8,1,2,7,9,4
2056,No,0,7,3,1,8,10,4,8,9,6
2057,Yes,16,5,3,5,9,10,9,7,5,9
2058,Yes,32,2,4,7,4,8,8,3,8,3
2059,No,0,6,9,10,8,4,5,8,1,9
2060,No,0,4,4,5,9,7,3,5,6,7
2061,No,0,6,1,7,4,4,10,6,6,7
2062,No,0,2,10,6,9,3,5,3,1,9
2063,Yes,5,5,8,7,10,2,7,7,6,7
2064,No,0,10,1,4,3,2,9,6,2,2
2065,No,0,6,3,4,5,7,2,10,8,10
2066,Yes,29,2,8,1,6,2,6,3,5,10
2067,No,0,3,4,2,7,10,7,1,5,1
2068,Yes,11,7,10,8,1,9,10,3,8,5
2069,No,0,6,8,10,10,1,5,6,7,9
2070,No,0,2,2,4,8,1,10,3,2,8
2071,No,0,1,2,5,4,5,2,8,1,4
2072,Yes,43,7,2,4,1,1,1,5,3,2
2073,Yes,25,7,3,7,9,7,8,2,2,10
2074,Yes,40,9,9,4,10,1,5,9,9,8
2075,No,0,5,6,9,7,2,3,3,10,5
2076,Yes,16,4,7,10,9,9,2,5,2,6
2077,No,0,1,9,6,7,2,7,2,1,7
2078,Yes,29,1,9,2,3,8,7,9,9,1
2079,No,0,6,5,2,4,7,4,3,5,8
2080,Yes,7,9,8,9,8,3,10,3,4,10
2081,No,0,1,10,2,4,6,8,7,7,3
2082,No,0,8,9,9,4,7,7,9,6,7
2083,Yes,44,9,6,3,5,7,8,4,1,1
2084,No,0,9,10,10,6,3,5,3,6,9
2085,No,0,6,3,7,4,5,8,8,5,5
2086,Yes,21,10,1,1,3,8,1,9,10,8
2087,No,0,4,5,10,1,1,1,1,6,2
2088,Yes,42,1,1,3,3,1,2,1,9,5
2089,No,0,9,10,2,3,8,1,9,2,8
2090,No,0,6,8,4,6,3,3,6,4,7
2091,Yes,48,7,4,5,7,8,7,9,10,7
2092,Yes,8,4,3,6,6,3,6,2,5,8
2093,Yes,46,8,10,2,7,8,5,10,2,9
2094,Yes,15,10,7,10,8,8,8,4,8,7
2095,Yes,39,10,1,1,1,9,6,2,1,2
2096,No,0,4,7,3,2,2,10,2,7,2
2097,No,0,8,7,3,8,9,9,1,5,4
2098,No,0,6,3,3,7,8,10,8,1,2
2099,No,0,7,6,5,2,1,9,1,1,3
2100,No,0,2,10,4,5,7,8,5,2,8
2101,No,0,8,3,5,10,1,1,8,10,2
2102,No,0,4,8,10,9,1,8,4,2,6
2103,Yes,20,9,4,1,10,10,1,5,2,7
2104,Yes,45,6,9,6,6,8,5,8,6,6
2105,Yes,7,10,3,9,9,10,3,7,8,1
2106,No,0,1,6,1,4,1,1,8,2,1
2107,No,0,1,6,2,7,8,1,3,1,2
2108,No,0,6,5,10,9,10,4,8,2,1
2109,No,0,9,3,1,9,3,2,5,6,1
2110,Yes,50,10,5,5,10,4,1,10,4,5
2111,Yes,32,7,6,10,7,8,2,8,5,9
2112,Yes,31,3,6,5,8,8,2,8,4,2
2113,No,0,8,3,10,10,1,2,6,4,2
2114,No,0,7,5,9,4,9,4,10,5,8
2115,No,0,4,4,4,3,8,5,4,2,5
2116,Yes,9,3,6,10,1,8,9,1,5,8
2117,No,0,4,7,9,5,5,2,9,7,10
2118,Yes,45,2,1,7,1,5,6,7,1,10
2119,Yes,23,3,1,10,9,8,5,1,4,9
2120,Yes,14,10,6,1,10,10,3,4,9,4
2121,Yes,20,3,8,9,2,7,4,1,4,10
2122,No,0,4,9,9,4,3,7,1,5,6
2123,Yes,45,6,6,9,10,9,9,10,1,9
2124,No,0,2,4,8,9,9,5,10,2,5
2125,No,0,4,5,7,7,3,8,3,6,10
2126,No,0,9,7,1,4,5,2,1,6,9
2127,No,0,9,9,7,2,6,8,9,1,8
2128,No,0,6,1,5,7,3,9,6,7,5
2129,No,0,4,4,10,1,6,4,5,10,7
2130,No,0,6,3,10,1,8,2,8,1,6
2131,Yes,14,1,3,5,5,5,2,1,5,6
2132,Yes,35,8,2,5,3,2,5,10,3,6
2133,Yes,4,5,1,2,4,2,8,3,9,1
2134,No,0,2,6,1,2,8,7,8,2,9
2135,Yes,33,2,5,1,6,9,3,3,3,5
2136,No,0,6,8,8,4,7,6,6,10,8
2137,No,0,10,6,8,2,2,7,4,2,6
2138,No,0,6,3,7,7,4,7,6,9,8
2139,Yes,12,3,7,7,9,2,1,9,5,6
2140,No,0,5,9,5,3,9,8,3,7,4
2141,No,0,3,5,5,10,7,4,10,1,6
2142,Yes,35,8,1,6,4,2,6,5,5,5
2143,Yes,48,2,7,3,9,7,7,4,2,2
2144,No,0,3,8,2,4,6,3,8,6,7
2145,Yes,24,3,8,5,4,2,10,4,5,4
2146,Yes,31,9,5,1,1,5,7,10,4,5
2147,No,0,6,4,10,8,7,6,6,2,10
2148,Yes,47,4,3,6,9,4,9,8,4,8
2149,No,0,2,7,7,5,8,4,4,8,4
2150,Yes,34,10,5,8,2,1,9,9,2,1
2151,Yes,26,1,5,9,6,10,8,6,10,10
2152,No,0,2,5,8,5,1,2,7,6,5
2153,No,0,1,4,3,8,7,9,7,10,2
2154,Yes,36,4,2,10,1,6,2,4,10,1
2155,Yes,35,2,4,8,2,10,9,10,6,8
2156,No,0,3,1,2,3,10,5,8,4,1
2157,Yes,25,9,7,10,10,6,1,4,1,8
2158,No,0,7,1,10,2,3,3,7,9,4
2159,No,0,4,3,5,3,7,3,2,2,4
2160,No,0,4,10,9,7,5,8,10,1,4
2161,No,0,7,2,5,7,5,10,10,9,2
2162,Yes,1,1,2,8,3,6,1,3,7,1
2163,Yes,23,3,5,1,8,9,3,8,6,8
2164,No,0,10,4,8,6,8,1,5,8,1
2165,Yes,3,4,1,10,2,7,9,1,4,4
2166,No,0,7,7,10,7,10,1,9,8,5
2167,No,0,4,9,1,3,2,7,3,10,8
2168,Yes,29,2,6,2,1,5,3,4,8,4
2169,Yes,39,6,2,6,7,2,3,7,4,5
2170,Yes,24,4,3,9,10,10,8,7,6,3
2171,Yes,38,6,9,10,5,10,6,1,2,2
2172,No,0,1,4,1,10,3,7,3,5,3
2173,No,0,8,9,4,1,5,9,9,10,6
2174,No,0,7,9,1,6,4,4,2,6,10
2175,Yes,45,8,2,8,4,3,10,5,4,2
2176,No,0,7,7,9,6,4,8,6,10,3
2177,Yes,2,1,5,6,6,3,10,2,6,2
2178,No,0,8,1,3,6,6,10,6,9,1
2179,No,0,5,6,7,8,6,3,2,4,6
2180,No,0,1,7,5,2,7,8,2,5,8
2181,Yes,16,7,4,1,1,10,4,8,9,3
2182,No,0,10,1,4,4,10,6,9,2,6
2183,No,0,7,1,5,3,7,1,9,3,3
2184,No,0,7,2,1,5,9,6,1,5,10
2185,Yes,41,4,4,6,9,10,1,5,4,1
2186,Yes,10,5,4,4,6,8,6,4,6,8
