Candidate ID,Age,Gender,Position Applied For,Years of Experience,Education Level,Graduated from Elite College,Different Location,LinkedIn Profile,LinkedIn Connections
2618,24,Male,Software Engineer,7,PhD,No,Yes,No,0
2619,31,Male,System Analyst,5,Bachelor's,No,No,No,0
2620,28,Male,Data Scientist,8,Master's,No,Yes,No,0
2621,28,Female,Web Developer,4,Master's,Yes,No,No,0
2622,28,Male,Software Engineer,2,PhD,No,Yes,Yes,839
2623,22,Female,System Analyst,1,Bachelor's,No,Yes,No,0
2624,22,Female,Web Developer,4,Master's,No,Yes,No,0
2625,29,Male,Data Scientist,6,Bachelor's,Yes,No,Yes,6
2626,25,Female,Data Scientist,7,Master's,No,No,No,0
2627,24,Female,Software Engineer,8,High School,Yes,No,No,0
2628,31,Male,Database Administrator,9,PhD,No,No,No,0
2629,24,Male,Web Developer,6,PhD,No,No,Yes,39
2630,22,Female,Software Engineer,4,Master's,Yes,No,No,0
2631,29,Female,System Analyst,2,PhD,No,Yes,No,0
2632,24,Female,Data Scientist,4,Bachelor's,Yes,No,No,0
2633,30,Female,Software Engineer,10,Bachelor's,Yes,Yes,No,0
2634,24,Female,System Analyst,3,Master's,No,No,No,0
2635,26,Female,Data Scientist,4,Bachelor's,Yes,No,No,0
2636,30,Male,System Analyst,8,Master's,No,No,No,0
2637,24,Female,Web Developer,1,High School,Yes,No,Yes,183
2638,25,Female,Software Engineer,5,Master's,No,Yes,No,0
2639,25,Male,Database Administrator,4,Master's,No,No,No,0
2640,24,Female,System Analyst,3,Master's,No,No,No,0
2641,26,Male,Web Developer,4,PhD,No,Yes,No,0
2642,25,Female,Web Developer,8,PhD,No,Yes,No,0
2643,26,Male,Data Scientist,4,PhD,No,Yes,Yes,97
2644,22,Male,Software Engineer,2,PhD,No,No,No,0
2645,25,Female,Database Administrator,2,Master's,No,Yes,No,0
2646,22,Male,Data Scientist,10,High School,Yes,No,No,0
2647,23,Female,System Analyst,10,High School,No,Yes,Yes,244
2648,27,Male,System Analyst,10,High School,Yes,Yes,No,0
2649,25,Female,Database Administrator,7,Master's,Yes,No,No,0
2650,26,Male,Web Developer,10,PhD,No,No,No,0
2651,23,Male,Web Developer,8,High School,Yes,Yes,No,0
2652,30,Female,Web Developer,8,High School,No,No,No,0
2653,31,Female,System Analyst,10,High School,No,No,No,0
2654,26,Male,System Analyst,3,Master's,No,No,No,0
2655,30,Female,System Analyst,2,PhD,Yes,No,No,0
2656,25,Male,Software Engineer,5,Bachelor's,No,No,Yes,405
2657,22,Female,Web Developer,2,Master's,No,Yes,Yes,267
2658,31,Male,Data Scientist,7,Bachelor's,No,No,Yes,864
2659,28,Female,Database Administrator,6,Bachelor's,Yes,Yes,Yes,574
2660,22,Male,Software Engineer,6,PhD,No,No,No,0
2661,32,Male,System Analyst,8,Master's,No,Yes,No,0
2662,31,Female,Data Scientist,7,High School,No,No,No,0
2663,23,Male,System Analyst,6,Bachelor's,Yes,No,Yes,72
2664,23,Female,Web Developer,2,Master's,No,No,No,0
2665,31,Male,Software Engineer,5,Bachelor's,No,No,No,0
2666,24,Female,Software Engineer,7,Bachelor's,No,No,No,0
2667,31,Male,System Analyst,2,High School,No,Yes,No,0
2668,27,Male,Web Developer,0,PhD,Yes,Yes,Yes,178
2669,27,Female,Data Scientist,4,PhD,No,Yes,No,0
2670,29,Male,Software Engineer,10,PhD,No,Yes,No,0
2671,22,Female,Database Administrator,6,High School,No,Yes,Yes,111
2672,22,Female,Software Engineer,0,PhD,Yes,Yes,No,0
2673,24,Female,Data Scientist,4,Bachelor's,Yes,No,No,0
2674,23,Female,Data Scientist,1,PhD,No,Yes,No,0
2675,22,Male,System Analyst,9,High School,Yes,Yes,Yes,752
2676,25,Male,Web Developer,4,Master's,No,Yes,No,0
2677,26,Female,System Analyst,7,Bachelor's,Yes,No,No,0
2678,22,Male,Web Developer,10,Master's,Yes,No,Yes,267
2679,28,Female,Database Administrator,0,Bachelor's,No,Yes,Yes,149
2680,27,Female,System Analyst,7,Bachelor's,No,No,No,0
2681,26,Female,Web Developer,2,Bachelor's,Yes,No,No,0
2682,27,Female,Web Developer,6,Bachelor's,No,Yes,No,0
2683,29,Female,Data Scientist,4,Bachelor's,No,Yes,No,0
2684,31,Male,Database Administrator,1,High School,No,No,No,0
2685,32,Female,Software Engineer,3,Master's,No,No,No,0
2686,22,Female,Database Administrator,0,Master's,No,Yes,No,0
2687,25,Female,Data Scientist,2,PhD,No,Yes,Yes,497
2688,24,Male,Web Developer,7,High School,No,No,No,0
2689,25,Female,Web Developer,10,Master's,No,Yes,No,0
2690,23,Male,Web Developer,3,High School,No,Yes,Yes,830
2691,32,Female,Database Administrator,2,Bachelor's,No,Yes,Yes,559
2692,27,Male,System Analyst,9,Bachelor's,No,Yes,Yes,66
2693,22,Male,Web Developer,9,PhD,No,Yes,No,0
2694,24,Female,Database Administrator,10,Master's,Yes,Yes,No,0
2695,25,Female,Database Administrator,7,Master's,No,Yes,No,0
2696,28,Female,Web Developer,10,High School,Yes,No,No,0
2697,26,Female,Database Administrator,7,Master's,Yes,No,No,0
2698,22,Female,Database Administrator,2,High School,No,No,No,0
2699,31,Female,System Analyst,1,PhD,No,No,Yes,448
2700,28,Female,Data Scientist,6,Bachelor's,No,Yes,No,0
2701,23,Female,Database Administrator,2,Master's,Yes,Yes,No,0
2702,30,Male,System Analyst,2,High School,Yes,Yes,No,0
2703,26,Male,Software Engineer,8,High School,Yes,No,Yes,932
2704,24,Female,Software Engineer,8,High School,Yes,Yes,No,0
2705,30,Male,Web Developer,2,Bachelor's,Yes,Yes,No,0
2706,32,Female,Data Scientist,2,Master's,No,Yes,No,0
2707,29,Female,System Analyst,5,Master's,No,No,No,0
2708,27,Male,Database Administrator,0,High School,No,No,No,0
2709,27,Male,Data Scientist,3,Bachelor's,No,Yes,No,0
2710,28,Female,Data Scientist,3,Master's,No,Yes,No,0
2711,23,Male,Web Developer,6,Master's,No,No,No,0
2712,26,Male,Web Developer,9,Master's,No,No,No,0
2713,24,Female,Database Administrator,10,PhD,No,No,No,0
2714,22,Male,Database Administrator,5,Master's,Yes,No,No,0
2715,30,Female,Database Administrator,4,Bachelor's,No,No,No,0
2716,26,Male,Data Scientist,3,High School,No,Yes,No,0
2717,29,Female,Web Developer,2,PhD,No,Yes,Yes,203
2718,22,Female,Software Engineer,2,High School,No,Yes,No,0
2719,31,Female,Database Administrator,3,PhD,No,No,No,0
2720,30,Female,Web Developer,4,Master's,No,No,No,0
2721,22,Male,Web Developer,10,Bachelor's,No,No,Yes,792
2722,27,Male,Database Administrator,9,PhD,No,Yes,No,0
2723,23,Male,Data Scientist,2,Bachelor's,Yes,No,No,0
2724,27,Female,System Analyst,2,PhD,No,Yes,No,0
2725,22,Male,Software Engineer,5,PhD,No,No,No,0
2726,26,Male,Data Scientist,9,High School,Yes,No,Yes,565
2727,31,Male,Web Developer,7,PhD,No,No,Yes,380
2728,32,Female,Data Scientist,4,PhD,No,Yes,Yes,128
2729,24,Female,Software Engineer,9,Master's,Yes,No,No,0
2730,26,Male,System Analyst,4,Master's,No,No,No,0
2731,23,Male,System Analyst,2,Bachelor's,No,No,Yes,629
2732,24,Female,Data Scientist,4,Bachelor's,No,Yes,No,0
2733,29,Female,Software Engineer,1,Master's,No,No,No,0
2734,26,Male,Web Developer,3,PhD,No,No,No,0
2735,26,Female,Web Developer,10,Master's,No,No,Yes,653
2736,24,Female,System Analyst,10,High School,Yes,No,No,0
2737,23,Male,Web Developer,5,Master's,No,Yes,No,0
2738,29,Male,Data Scientist,2,Bachelor's,No,Yes,No,0
2739,30,Female,System Analyst,4,PhD,No,Yes,No,0
2740,25,Female,Data Scientist,6,High School,Yes,No,Yes,729
2741,30,Female,Data Scientist,6,Master's,Yes,Yes,No,0
2742,29,Female,Database Administrator,9,PhD,No,No,Yes,416
2743,28,Male,Database Administrator,8,Master's,No,No,No,0
2744,25,Female,Software Engineer,6,High School,No,Yes,No,0
2745,24,Male,Data Scientist,2,PhD,No,No,No,0
2746,27,Male,Data Scientist,5,Master's,No,Yes,No,0
2747,26,Male,Data Scientist,2,PhD,No,No,Yes,466
2748,29,Female,Software Engineer,10,Master's,Yes,Yes,No,0
2749,27,Female,Data Scientist,2,Master's,No,No,Yes,876
2750,24,Male,Data Scientist,1,Master's,No,Yes,No,0
2751,32,Male,Software Engineer,3,High School,Yes,No,No,0
2752,29,Female,Software Engineer,9,High School,Yes,No,No,0
2753,32,Male,Data Scientist,4,Bachelor's,No,No,No,0
2754,27,Male,Web Developer,2,Bachelor's,No,No,No,0
2755,27,Female,Database Administrator,3,Bachelor's,No,Yes,No,0
2756,24,Male,System Analyst,5,PhD,Yes,Yes,No,0
2757,32,Female,Data Scientist,3,PhD,Yes,No,No,0
2758,25,Male,System Analyst,5,Master's,No,No,No,0
2759,29,Male,System Analyst,9,High School,Yes,Yes,No,0
2760,23,Male,System Analyst,3,Bachelor's,No,Yes,No,0
2761,31,Female,Web Developer,10,Bachelor's,No,Yes,No,0
2762,32,Male,System Analyst,7,High School,No,Yes,No,0
2763,32,Male,System Analyst,8,Bachelor's,Yes,Yes,No,0
2764,24,Male,Web Developer,4,High School,No,No,No,0
2765,27,Male,Web Developer,2,High School,No,Yes,Yes,872
2766,22,Male,Software Engineer,2,High School,No,Yes,No,0
2767,25,Female,Database Administrator,4,Master's,No,Yes,No,0
2768,28,Male,Web Developer,9,Bachelor's,No,Yes,Yes,125
2769,26,Female,Data Scientist,4,High School,No,Yes,No,0
2770,26,Male,Software Engineer,5,High School,Yes,No,Yes,736
2771,22,Male,Database Administrator,6,PhD,No,Yes,Yes,77
2772,24,Male,Database Administrator,4,PhD,Yes,No,No,0
2773,27,Female,Database Administrator,10,Bachelor's,No,No,No,0
2774,31,Male,Database Administrator,3,Bachelor's,No,No,No,0
2775,30,Female,Database Administrator,0,Bachelor's,No,No,No,0
2776,29,Male,Web Developer,3,Master's,No,Yes,No,0
2777,26,Female,System Analyst,9,Master's,No,Yes,No,0
2778,27,Female,Database Administrator,8,High School,No,Yes,Yes,334
2779,24,Male,Software Engineer,2,Master's,No,Yes,No,0
2780,28,Female,System Analyst,8,PhD,No,No,No,0
2781,26,Female,Data Scientist,9,PhD,No,No,Yes,954
2782,27,Female,Database Administrator,0,PhD,No,Yes,No,0
2783,27,Female,System Analyst,4,High School,No,Yes,No,0
2784,31,Female,Software Engineer,3,Master's,No,Yes,Yes,846
2785,24,Male,Data Scientist,8,Master's,No,No,No,0
2786,26,Male,Web Developer,6,PhD,No,Yes,No,0
2787,25,Male,Database Administrator,5,High School,No,Yes,No,0
2788,27,Female,Web Developer,2,High School,No,No,No,0
2789,31,Male,Data Scientist,8,Master's,No,Yes,No,0
2790,31,Female,System Analyst,5,Master's,Yes,No,No,0
2791,23,Male,Data Scientist,8,High School,No,No,No,0
2792,31,Female,Data Scientist,2,Bachelor's,No,No,Yes,606
2793,31,Male,Web Developer,9,Master's,No,Yes,No,0
2794,24,Male,Software Engineer,0,High School,No,No,Yes,316
2795,24,Female,Data Scientist,3,Bachelor's,No,No,No,0
2796,29,Male,Software Engineer,5,PhD,Yes,Yes,Yes,334
2797,31,Male,System Analyst,5,Master's,No,Yes,Yes,427
2798,31,Male,Software Engineer,2,PhD,No,No,Yes,590
2799,23,Female,System Analyst,8,PhD,No,Yes,No,0
2800,25,Female,Web Developer,0,PhD,No,Yes,Yes,344
2801,23,Male,System Analyst,7,PhD,Yes,No,No,0
2802,22,Female,Web Developer,2,Master's,Yes,No,No,0
2803,30,Male,Database Administrator,7,High School,No,No,No,0
2804,25,Male,System Analyst,7,High School,No,No,Yes,856
2805,29,Female,Web Developer,8,PhD,Yes,No,No,0
2806,31,Male,Web Developer,10,PhD,No,Yes,No,0
2807,27,Male,Data Scientist,4,Master's,No,Yes,No,0
2808,23,Female,Data Scientist,2,Bachelor's,No,No,Yes,762
2809,27,Female,Web Developer,2,Bachelor's,No,No,No,0
2810,30,Male,Data Scientist,5,Bachelor's,No,No,No,0
2811,24,Male,Web Developer,2,PhD,Yes,No,Yes,976
2812,30,Female,System Analyst,8,PhD,No,Yes,No,0
2813,24,Female,Software Engineer,2,High School,No,No,No,0
2814,27,Male,Software Engineer,7,Master's,No,No,No,0
2815,29,Female,Database Administrator,2,PhD,Yes,No,No,0
2816,28,Male,Software Engineer,10,High School,Yes,No,Yes,812
2817,23,Female,Web Developer,2,PhD,Yes,No,No,0
2818,29,Male,System Analyst,4,Master's,Yes,Yes,No,0
2819,22,Female,Data Scientist,3,Master's,No,No,No,0
2820,22,Female,Software Engineer,5,Bachelor's,No,No,No,0
2821,29,Male,Database Administrator,5,Master's,No,Yes,No,0
2822,25,Female,Database Administrator,8,High School,No,No,No,0
2823,30,Male,Database Administrator,2,Master's,No,No,Yes,777
2824,27,Female,Web Developer,2,Bachelor's,Yes,Yes,No,0
2825,22,Male,System Analyst,2,High School,Yes,No,No,0
2826,31,Male,System Analyst,10,High School,No,No,No,0
2827,28,Female,Data Scientist,9,High School,No,Yes,No,0
2828,29,Female,Web Developer,2,Bachelor's,Yes,Yes,Yes,202
2829,23,Male,System Analyst,1,High School,No,No,No,0
2830,29,Male,Software Engineer,5,Bachelor's,Yes,No,Yes,188
2831,27,Male,Software Engineer,1,Master's,No,No,No,0
2832,25,Female,Database Administrator,4,PhD,No,Yes,No,0
2833,31,Female,Data Scientist,10,PhD,Yes,No,No,0
2834,22,Female,Software Engineer,1,High School,No,No,No,0
2835,31,Female,Database Administrator,8,Bachelor's,No,No,No,0
2836,27,Female,Data Scientist,9,High School,Yes,Yes,No,0
2837,31,Female,Data Scientist,3,Master's,Yes,Yes,Yes,827
2838,22,Male,Web Developer,10,High School,Yes,Yes,No,0
2839,27,Male,Software Engineer,2,Master's,No,No,Yes,979
2840,29,Male,System Analyst,1,Master's,No,No,No,0
2841,23,Male,Web Developer,1,Master's,No,No,No,0
2842,32,Male,Data Scientist,2,Bachelor's,No,Yes,Yes,251
2843,27,Male,Database Administrator,6,Bachelor's,No,No,Yes,399
2844,25,Female,Web Developer,10,Bachelor's,No,Yes,Yes,91
2845,29,Female,System Analyst,0,Master's,No,Yes,Yes,317
2846,27,Male,Data Scientist,3,PhD,No,No,No,0
2847,24,Female,Web Developer,3,PhD,No,No,No,0
2848,30,Female,Database Administrator,0,Bachelor's,No,No,No,0
2849,22,Male,Web Developer,6,High School,Yes,No,No,0
2850,30,Male,Database Administrator,1,High School,No,No,No,0
2851,22,Male,Software Engineer,8,High School,No,Yes,Yes,36
2852,25,Male,Web Developer,6,PhD,No,No,No,0
2853,23,Male,Software Engineer,5,Master's,Yes,No,No,0
2854,27,Male,Software Engineer,1,PhD,No,Yes,Yes,273
2855,30,Female,System Analyst,1,Bachelor's,No,Yes,No,0
2856,27,Male,Database Administrator,2,PhD,No,No,No,0
2857,22,Female,Software Engineer,5,Master's,No,Yes,Yes,987
2858,30,Male,Software Engineer,9,PhD,No,Yes,No,0
2859,24,Female,Database Administrator,3,Master's,No,No,Yes,498
2860,29,Female,Web Developer,8,High School,Yes,Yes,No,0
2861,27,Female,Software Engineer,1,PhD,No,No,No,0
2862,23,Male,Database Administrator,7,Master's,No,Yes,Yes,245
2863,26,Female,Software Engineer,0,High School,No,No,No,0
2864,22,Female,Web Developer,0,PhD,Yes,Yes,No,0
2865,31,Female,Web Developer,5,High School,No,No,No,0
2866,22,Female,System Analyst,6,PhD,No,No,Yes,672
2867,31,Female,Web Developer,4,Master's,Yes,No,No,0
2868,31,Male,Data Scientist,1,PhD,No,No,No,0
2869,27,Male,Software Engineer,9,Bachelor's,No,Yes,No,0
2870,28,Male,Web Developer,1,PhD,No,No,No,0
2871,32,Female,Database Administrator,8,High School,Yes,No,No,0
2872,29,Female,System Analyst,7,PhD,Yes,Yes,No,0
2873,22,Male,System Analyst,1,Master's,No,No,No,0
2874,30,Male,Software Engineer,2,PhD,No,No,Yes,410
2875,27,Male,Software Engineer,4,PhD,No,No,Yes,249
2876,29,Male,Database Administrator,3,Bachelor's,No,Yes,No,0
2877,27,Male,Web Developer,0,PhD,No,No,Yes,306
2878,27,Female,Web Developer,7,Master's,Yes,No,No,0
2879,29,Female,Software Engineer,3,Bachelor's,No,Yes,No,0
2880,32,Female,Data Scientist,8,PhD,Yes,Yes,Yes,183
2881,31,Male,Software Engineer,6,PhD,No,No,No,0
2882,24,Female,System Analyst,6,Bachelor's,Yes,No,Yes,878
2883,27,Female,Web Developer,6,PhD,Yes,Yes,No,0
2884,26,Female,Database Administrator,5,Bachelor's,Yes,Yes,No,0
2885,24,Female,Data Scientist,0,Master's,No,Yes,No,0
2886,25,Female,Web Developer,8,Master's,No,No,Yes,911
2887,30,Female,Software Engineer,0,Bachelor's,No,Yes,Yes,411
2888,25,Female,System Analyst,9,PhD,No,Yes,No,0
2889,24,Male,System Analyst,1,PhD,Yes,No,No,0
2890,25,Female,Web Developer,5,Bachelor's,Yes,No,Yes,709
2891,25,Female,Data Scientist,0,Master's,No,Yes,Yes,343
2892,32,Male,Web Developer,2,PhD,Yes,No,No,0
2893,24,Female,Software Engineer,7,High School,No,No,Yes,943
2894,32,Female,Database Administrator,3,Bachelor's,No,No,No,0
2895,27,Female,Web Developer,0,High School,No,No,No,0
2896,29,Female,Database Administrator,2,Master's,No,No,Yes,971
2897,28,Male,Database Administrator,7,Master's,Yes,Yes,No,0
2898,31,Male,Data Scientist,8,High School,No,No,Yes,989
2899,31,Female,Database Administrator,4,PhD,No,Yes,No,0
2900,28,Female,Web Developer,0,Bachelor's,No,No,No,0
2901,31,Male,Software Engineer,3,Master's,No,No,Yes,159
2902,23,Male,Software Engineer,7,Master's,No,No,No,0
2903,30,Female,Data Scientist,2,Master's,Yes,Yes,No,0
2904,23,Female,Data Scientist,6,Bachelor's,Yes,No,Yes,584
2905,28,Female,System Analyst,8,PhD,Yes,Yes,No,0
2906,27,Male,Web Developer,5,High School,Yes,Yes,Yes,5
2907,31,Female,Database Administrator,1,Master's,No,No,No,0
2908,25,Female,Database Administrator,4,Master's,No,No,No,0
2909,27,Female,Web Developer,5,Master's,Yes,Yes,No,0
2910,24,Female,Software Engineer,5,Master's,No,No,No,0
2911,31,Male,System Analyst,3,Bachelor's,No,No,No,0
2912,32,Male,System Analyst,4,PhD,Yes,No,Yes,950
2913,30,Female,System Analyst,6,Master's,No,Yes,No,0
2914,29,Male,System Analyst,3,High School,Yes,Yes,No,0
2915,29,Male,Web Developer,4,Master's,No,Yes,No,0
2916,25,Male,System Analyst,3,PhD,No,No,No,0
2917,24,Male,Database Administrator,5,High School,No,Yes,No,0
2918,22,Male,Database Administrator,4,High School,No,No,No,0
2919,23,Female,Data Scientist,0,High School,Yes,No,No,0
2920,32,Male,System Analyst,6,Master's,Yes,Yes,Yes,603
2921,32,Female,Software Engineer,10,High School,No,Yes,No,0
2922,28,Female,Web Developer,4,High School,No,No,No,0
2923,30,Female,Database Administrator,7,High School,No,Yes,No,0
2924,27,Male,Database Administrator,4,Master's,Yes,No,No,0
2925,22,Male,Data Scientist,7,Master's,No,No,No,0
2926,24,Female,Software Engineer,5,Master's,No,Yes,No,0
2927,26,Male,Software Engineer,1,PhD,Yes,No,No,0
2928,28,Female,System Analyst,8,PhD,No,No,No,0
2929,29,Female,Web Developer,8,PhD,Yes,No,Yes,331
2930,28,Male,Web Developer,7,High School,Yes,Yes,Yes,518
2931,27,Male,Data Scientist,0,Master's,No,Yes,No,0
2932,32,Male,Database Administrator,1,High School,Yes,No,Yes,84
2933,24,Male,Web Developer,10,High School,No,Yes,No,0
2934,30,Male,System Analyst,8,PhD,Yes,No,No,0
2935,25,Male,System Analyst,9,Master's,No,No,No,0
2936,28,Male,Database Administrator,6,PhD,No,No,No,0
2937,32,Female,Web Developer,1,Master's,No,No,No,0
2938,29,Female,Database Administrator,10,Bachelor's,No,Yes,Yes,83
2939,25,Male,Data Scientist,10,Bachelor's,No,No,No,0
2940,26,Female,Database Administrator,4,PhD,No,No,No,0
2941,24,Female,Software Engineer,8,Master's,No,Yes,No,0
2942,27,Male,Database Administrator,7,High School,Yes,Yes,Yes,186
2943,28,Male,System Analyst,9,Bachelor's,Yes,Yes,No,0
2944,30,Male,Data Scientist,4,PhD,No,No,Yes,246
2945,28,Male,Web Developer,0,Bachelor's,No,Yes,No,0
2946,22,Female,Database Administrator,9,PhD,No,No,Yes,198
2947,29,Female,Database Administrator,7,High School,No,Yes,No,0
2948,32,Female,Data Scientist,4,High School,No,Yes,No,0
2949,25,Male,Web Developer,5,Bachelor's,No,Yes,Yes,969
2950,23,Male,Web Developer,3,Bachelor's,No,No,No,0
2951,31,Female,Web Developer,4,PhD,No,Yes,No,0
2952,31,Female,Data Scientist,4,PhD,No,Yes,Yes,887
2953,22,Male,Data Scientist,7,PhD,No,Yes,No,0
2954,28,Female,Software Engineer,9,PhD,No,Yes,Yes,134
2955,24,Male,Web Developer,8,Bachelor's,No,Yes,No,0
2956,31,Female,Database Administrator,6,Bachelor's,No,No,Yes,225
2957,31,Male,Web Developer,2,PhD,Yes,No,No,0
2958,22,Female,System Analyst,8,PhD,No,No,No,0
2959,32,Male,Data Scientist,0,PhD,Yes,Yes,No,0
2960,27,Male,Database Administrator,10,PhD,Yes,No,No,0
2961,30,Female,Software Engineer,5,PhD,No,Yes,No,0
2962,26,Male,Database Administrator,1,PhD,No,Yes,Yes,575
2963,30,Male,System Analyst,3,PhD,No,Yes,No,0
2964,28,Male,Database Administrator,4,PhD,No,No,No,0
2965,27,Female,Data Scientist,10,High School,No,No,Yes,756
2966,26,Male,System Analyst,1,Bachelor's,No,Yes,No,0
2967,29,Male,Database Administrator,0,Bachelor's,No,Yes,No,0
2968,23,Female,Web Developer,9,Master's,No,No,Yes,438
2969,23,Female,Data Scientist,6,Master's,Yes,No,No,0
2970,26,Female,Web Developer,2,High School,No,No,Yes,98
2971,25,Female,Web Developer,8,Bachelor's,No,Yes,No,0
2972,28,Male,Data Scientist,1,Master's,No,Yes,Yes,411
2973,30,Male,Web Developer,10,Bachelor's,No,Yes,No,0
2974,23,Male,Software Engineer,9,Bachelor's,No,No,No,0
2975,24,Female,Data Scientist,0,PhD,No,No,Yes,436
2976,28,Female,Web Developer,10,Bachelor's,No,No,No,0
2977,23,Male,Data Scientist,10,PhD,Yes,Yes,No,0
2978,29,Male,Software Engineer,4,High School,Yes,Yes,Yes,77
2979,29,Male,Web Developer,8,Master's,Yes,Yes,No,0
2980,23,Female,System Analyst,1,Bachelor's,No,No,No,0
2981,31,Male,System Analyst,4,High School,Yes,Yes,No,0
2982,29,Female,Software Engineer,1,Bachelor's,No,Yes,Yes,19
2983,26,Male,Database Administrator,9,High School,Yes,No,No,0
2984,26,Female,Software Engineer,6,Bachelor's,No,No,No,0
2985,27,Male,Data Scientist,10,High School,No,Yes,No,0
2986,28,Female,Database Administrator,5,Master's,No,No,No,0
2987,23,Female,Data Scientist,8,High School,No,No,Yes,641
2988,26,Female,Database Administrator,1,PhD,No,Yes,No,0
2989,24,Male,Data Scientist,7,PhD,No,Yes,No,0
2990,26,Male,Web Developer,3,High School,No,Yes,No,0
2991,27,Female,Web Developer,7,High School,No,Yes,Yes,221
2992,32,Male,Web Developer,10,High School,No,No,Yes,940
2993,32,Female,Data Scientist,4,High School,No,No,No,0
2994,27,Male,Web Developer,6,PhD,No,Yes,No,0
2995,30,Female,Web Developer,5,Bachelor's,No,Yes,No,0
2996,22,Female,Software Engineer,1,Master's,No,Yes,Yes,214
2997,26,Male,Software Engineer,10,High School,Yes,No,No,0
2998,32,Female,Software Engineer,10,PhD,Yes,No,No,0
2999,27,Female,System Analyst,7,High School,No,Yes,Yes,903
3000,27,Male,Web Developer,10,High School,No,No,No,0
3001,29,Male,Software Engineer,8,Bachelor's,No,No,No,0
3002,29,Male,Data Scientist,2,PhD,No,Yes,No,0
3003,23,Male,System Analyst,4,Master's,No,No,No,0
3004,25,Female,System Analyst,2,Master's,Yes,Yes,No,0
3005,29,Male,Data Scientist,0,Master's,No,No,Yes,794
3006,24,Male,System Analyst,5,Master's,No,Yes,Yes,480
3007,31,Female,Data Scientist,4,High School,No,No,No,0
3008,31,Male,Database Administrator,2,PhD,No,Yes,Yes,776
3009,25,Female,Software Engineer,9,Bachelor's,No,Yes,No,0
3010,26,Male,System Analyst,4,High School,No,Yes,No,0
3011,31,Male,Web Developer,0,PhD,No,No,No,0
3012,32,Male,Data Scientist,2,PhD,No,Yes,No,0
3013,24,Female,Software Engineer,1,PhD,No,Yes,No,0
3014,30,Male,Software Engineer,3,Master's,Yes,No,Yes,4
3015,24,Male,Data Scientist,8,PhD,Yes,No,No,0
3016,22,Female,Data Scientist,7,Bachelor's,No,Yes,Yes,964
3017,25,Female,Data Scientist,2,High School,No,Yes,Yes,665
3018,28,Male,Software Engineer,1,Master's,Yes,Yes,Yes,149
3019,30,Male,Database Administrator,1,Bachelor's,No,No,No,0
3020,32,Male,System Analyst,8,Bachelor's,No,Yes,No,0
3021,30,Female,System Analyst,3,PhD,No,Yes,Yes,659
3022,23,Male,Software Engineer,6,Bachelor's,No,Yes,No,0
3023,29,Female,Database Administrator,1,High School,Yes,Yes,No,0
3024,29,Male,Database Administrator,9,High School,No,Yes,No,0
3025,24,Male,Database Administrator,6,Master's,No,No,No,0
3026,27,Male,System Analyst,2,Bachelor's,No,No,No,0
3027,29,Male,Database Administrator,8,High School,No,Yes,No,0
3028,31,Female,System Analyst,6,PhD,Yes,Yes,No,0
3029,24,Male,Software Engineer,10,PhD,No,No,Yes,699
3030,31,Male,Web Developer,2,Bachelor's,Yes,No,Yes,389
3031,26,Female,Data Scientist,5,Master's,No,No,No,0
3032,26,Female,System Analyst,8,PhD,No,No,No,0
3033,31,Female,Data Scientist,1,Bachelor's,No,No,Yes,313
3034,22,Female,Database Administrator,0,Bachelor's,No,No,No,0
3035,29,Female,Web Developer,10,High School,Yes,No,Yes,426
3036,31,Female,System Analyst,7,PhD,Yes,No,No,0
3037,25,Male,Web Developer,1,Master's,No,Yes,Yes,144
3038,25,Female,System Analyst,1,PhD,No,No,No,0
3039,27,Male,Software Engineer,9,PhD,No,No,No,0
3040,24,Female,Software Engineer,5,Bachelor's,Yes,No,No,0
3041,32,Female,Software Engineer,7,High School,No,No,No,0
3042,30,Female,Database Administrator,1,Master's,No,Yes,Yes,9
3043,23,Male,Database Administrator,6,Bachelor's,No,Yes,No,0
3044,25,Male,System Analyst,10,PhD,No,No,No,0
3045,24,Male,Data Scientist,5,PhD,No,Yes,Yes,623
3046,31,Female,Data Scientist,9,Bachelor's,No,No,Yes,782
3047,25,Male,Database Administrator,3,Bachelor's,Yes,No,No,0
3048,32,Male,Software Engineer,0,PhD,No,No,No,0
3049,29,Female,Data Scientist,5,Bachelor's,Yes,Yes,No,0
3050,28,Male,Database Administrator,5,Master's,No,No,No,0
3051,30,Male,Database Administrator,0,High School,No,No,No,0
3052,25,Male,Database Administrator,7,PhD,No,Yes,No,0
3053,22,Male,System Analyst,2,Master's,No,Yes,No,0
3054,31,Male,Database Administrator,4,Bachelor's,No,No,Yes,399
3055,26,Male,Database Administrator,1,Bachelor's,Yes,No,Yes,181
3056,25,Male,System Analyst,3,Bachelor's,No,No,No,0
3057,25,Male,Database Administrator,0,PhD,Yes,Yes,Yes,536
3058,27,Male,System Analyst,4,Master's,Yes,No,Yes,946
3059,29,Male,System Analyst,4,Bachelor's,Yes,Yes,No,0
3060,30,Male,Software Engineer,3,Master's,No,No,Yes,58
3061,22,Male,Database Administrator,9,High School,No,Yes,No,0
3062,24,Female,Data Scientist,10,High School,No,Yes,No,0
3063,25,Female,Web Developer,10,Master's,Yes,No,No,0
3064,28,Female,Database Administrator,8,Bachelor's,Yes,No,No,0
3065,24,Female,Web Developer,1,PhD,No,No,No,0
